"Country","Year","Development_Status","Life_Expectancy","Adult_Mortality","Alcohol_Consumption","Hepatitis_B","Polio","Total_Expenditure","Diphtheria","HIV_AIDS","GDP_Per_Capita","Thinness_1_19_Years","Thinness_5_9_Years","Income_Composition_Of_Resources","Average_Years_of_schooling","Country_Code","Region","Mean_Male_Height_cm"
"Djibouti",2004,"Developing",58.1,326,1.18,100,64,6.76,64,4,652.272259845781,6,5.9,0.388,3.7,"DJI","Africa",168.1736403
"Djibouti",2003,"Developing",58,325,1.02,68.8593992212377,68,6.22,68,4.2,652.272259845781,6.1,5.9,0.378,3.5,"DJI","Africa",168.27433
"Djibouti",2002,"Developing",57.9,322,1.03,72.3877891772499,62,5.45,62,4.3,652.272259845781,6.2,6,0.372,3.3,"DJI","Africa",168.3621535
"Djibouti",2001,"Developing",57.7,323,0.95,62.5253217969589,49,5.37,53,4.3,652.272259845781,6.3,6.1,0.363,2.9,"DJI","Africa",168.4384119
"Djibouti",2000,"Developing",57.4,325,1.34,100,46,5.75,46,4.1,652.272259845781,6.4,6.1,0.361,2.9,"DJI","Africa",168.5025816
"Dominican Republic",2015,"Developing",73.9,152,5.68010997031374,81,87,4.71944522462988,85,0.3,2098.7191786361,3.3,3.2,0.718,13.2,"DOM","North America",172.7469432
"Dominican Republic",2014,"Developing",73.6,154,5.92,89,9,4.38,91,0.3,2098.7191786361,3.3,3.2,0.712,13.2,"DOM","North America",172.6629355
"Dominican Republic",2013,"Developing",73.4,157,5.93,48.1737928867414,82,4.12,83,0.3,2098.7191786361,3.3,3.2,0.709,13.2,"DOM","North America",172.5791175
"Dominican Republic",2012,"Developing",72.1,174,5.93,74,85,4.26,85,0.4,2098.7191786361,3.3,3.2,0.706,13.1,"DOM","North America",172.4950046
"Dominican Republic",2011,"Developing",73.1,144.277544977734,5.91,95.3843194499255,84,4.22,84,0.7,2098.7191786361,3.3,3.2,0.703,13,"DOM","North America",172.4106974
"Dominican Republic",2010,"Developing",72.7,166,6.02,83,85,4.6,88,0.9,2098.7191786361,3.3,3.3,0.697,12.9,"DOM","North America",172.3271291
"Dominican Republic",2009,"Developing",73.6,157,6.05,64.8888882810743,85,4.41,82,1.2,2098.7191786361,3.4,3.3,0.695,12.9,"DOM","North America",172.2457366
"Dominican Republic",2008,"Developing",73.3,161,6.12,81,86,4.2,82,1.4,2098.7191786361,3.4,3.3,0.692,12.8,"DOM","North America",172.1673363
"Dominican Republic",2007,"Developing",72.9,164,6.05,81,86,4.34,85,1.6,2098.7191786361,3.4,3.4,0.685,12.7,"DOM","North America",172.0921238
"Dominican Republic",2006,"Developing",72.3,178,6.2,84,88,4.34,89,1.8,2098.7191786361,3.5,3.4,0.677,12.6,"DOM","North America",172.0194757
"Dominican Republic",2005,"Developing",69.7,179.42732732647,5.71,87,86,4.26,87,2,2098.7191786361,3.5,3.4,0.668,12.6,"DOM","North America",171.9487527
"Dominican Republic",2004,"Developing",69.3,214,5.16,82,66,4.28,79,2.1,2098.7191786361,3.6,3.5,0.666,12.5,"DOM","North America",171.8800763
"Dominican Republic",2003,"Developing",73,179.903099658349,6.32,79,65,5.53,79,2.3,2098.7191786361,3.6,3.5,0.665,12.4,"DOM","North America",171.8125825
"Dominican Republic",2002,"Developing",71.4,189,6.43,63,74,5.79,82,2.4,2098.7191786361,3.7,3.6,0.66,12.3,"DOM","North America",171.7455027
"Dominican Republic",2001,"Developing",71.2,188,6.13,66,71,5.59,72,2.5,2098.7191786361,3.8,3.6,0.656,12.3,"DOM","North America",171.6787291
"Dominican Republic",2000,"Developing",72,176,6.58,68,71,5.9,78,2.5,2098.7191786361,3.8,3.7,0.651,12.2,"DOM","North America",171.6112858
"Ecuador",2015,"Developing",76.2,118,4.0042653079615,78,84,5.28071960792972,78,0.1,1007.02065599547,1.2,1.1,0.739,14,"ECU","South America",167.076619
"Ecuador",2014,"Developing",76,121,3.82,83,84,9.16,83,0.1,1007.02065599547,1.2,1.1,0.737,14,"ECU","South America",167.0260104
"Ecuador",2013,"Developing",76,121,3.77,87,87,7.29,87,0.1,1007.02065599547,1.3,1.1,0.725,13.4,"ECU","South America",166.9755614
"Ecuador",2012,"Developing",75.5,127,3.92,88,85,6.48,87,0.1,1007.02065599547,1.3,1.2,0.717,13.3,"ECU","South America",166.924823
"Ecuador",2011,"Developing",75.3,131,3.99,88,85,5.92,88,0.1,1007.02065599547,1.3,1.2,0.71,13.2,"ECU","South America",166.8743523
"Ecuador",2010,"Developing",75,134,3.95,83.6987841372689,88,5.9,91,0.1,1007.02065599547,1.3,1.2,0.703,13.1,"ECU","South America",166.8251714
"Ecuador",2009,"Developing",75.1,137,3.87,91,91,5.58,94,0.1,1007.02065599547,1.3,1.2,0.702,13.1,"ECU","South America",166.77815
"Ecuador",2008,"Developing",74.6,139,3.76,93,94,5.66,96,0.1,1007.02065599547,1.3,1.2,0.698,13,"ECU","South America",166.733635
"Ecuador",2007,"Developing",74.7,143.624146636641,3.63,94,95,5.94,96,0.2,1007.02065599547,1.4,1.3,0.696,12.9,"ECU","South America",166.6905992
"Ecuador",2006,"Developing",74.4,144,3.52,96,92,5.86,96,0.3,1007.02065599547,1.4,1.3,0.693,12.8,"ECU","South America",166.6482398
"Ecuador",2005,"Developing",74.2,151,3.54,92,89,5.87,92,0.3,1007.02065599547,1.4,1.3,0.688,12.8,"ECU","South America",166.6056965
"Ecuador",2004,"Developing",74.4,148,3.65,88,9,6.22,88,0.3,1007.02065599547,1.5,1.3,0.682,12.7,"ECU","South America",166.5619614
"Ecuador",2003,"Developing",74.4,151,3.69,82,97,6.46,87,0.3,1007.02065599547,1.5,1.4,0.679,12.6,"ECU","South America",166.5170411
"Ecuador",2002,"Developing",73.6,157,3.88,75,88,4.62,88,0.3,1007.02065599547,1.5,1.4,0.675,12.5,"ECU","South America",166.4697191
"Ecuador",2001,"Developing",73.4,158,4.13,69,9,3.86,89,0.3,1007.02065599547,1.6,1.5,0.67,12.4,"ECU","South America",166.4203982
"Ecuador",2000,"Developing",72.8,163,3.99,36,83,3.38,87,0.3,1007.02065599547,1.6,1.5,0.668,12.4,"ECU","South America",166.3688107
"Egypt",2015,"Developing",79,159,0.163550101421889,93,93,6.0021242286709,93,0.1,NA,2.8,2.8,0.688,13.1,"EGY","Africa",166.6840579
"Egypt",2014,"Developing",78,161,0.21,94,94,5.64,94,0.1,NA,2.8,2.8,0.686,13.1,"EGY","Africa",166.9148499
"Egypt",2013,"Developing",79,159,0.21,97,97,5.46,97,0.1,NA,2.9,2.8,0.681,12.8,"EGY","Africa",167.1456288
"Egypt",2012,"Developing",72,165,0.23,93,93,5.29,93,0.1,NA,2.9,2.8,0.673,12.4,"EGY","Africa",167.3762197
"Egypt",2011,"Developing",74,168,0.22,96,96,5.4,96,0.1,NA,2.9,2.9,0.671,12.4,"EGY","Africa",167.6059211
"Egypt",2010,"Developing",70,173,0.22,97,97,4.8,97,0.1,NA,3,2.9,0.665,12.2,"EGY","Africa",167.8354907
"Egypt",2009,"Developing",69.9,174,0.21,97,97,5.1,97,0.1,NA,3,3,0.659,12,"EGY","Africa",168.0652173
"Egypt",2008,"Developing",69.8,172,0.24,97,97,4.82,97,0.1,NA,3.1,3,0.651,11.9,"EGY","Africa",168.2946758
"Egypt",2007,"Developing",69.7,171,0.21,98,98,4.95,98,0.1,NA,3.1,3.1,0.644,11.7,"EGY","Africa",168.5216427
"Egypt",2006,"Developing",69.5,175,0.18,98,98,5.24,98,0.1,NA,3.2,3.1,0.636,11.5,"EGY","Africa",168.745328
"Egypt",2005,"Developing",69.4,174,0.16,98,98,5.6,98,0.1,NA,3.2,3.2,0.629,11.4,"EGY","Africa",168.96302
"Egypt",2004,"Developing",69,176,0.16,97,97,5.21,97,0.1,NA,3.3,3.2,0.623,11.2,"EGY","Africa",169.172193
"Egypt",2003,"Developing",68.6,178,0.15,98,98,5.41,98,0.1,NA,3.3,3.3,0.621,11.3,"EGY","Africa",169.3705865
"Egypt",2002,"Developing",68.7,177,0.15,97,97,5.97,97,0.1,NA,3.4,3.4,0.617,11.2,"EGY","Africa",169.5573433
"Egypt",2001,"Developing",68.6,177,0.14,99,99,5.75,99,0.1,NA,3.5,3.4,0.612,11.1,"EGY","Africa",169.7308485
"Egypt",2000,"Developing",68.8,171,0.14,98,98,5.55,98,0.1,NA,3.6,3.5,0.606,11,"EGY","Africa",169.8903973
"El Salvador",2015,"Developing",73.5,178,2.80887828171729,91,92,6.66387952200603,91,0.2,1792.87261572948,1.6,1.5,0.678,13.2,"SLV","North America",169.7711093
"El Salvador",2014,"Developing",73.3,181,2.52,93,93,6.77,94,0.2,1792.87261572948,1.6,1.6,0.676,13.2,"SLV","North America",169.7306258
"El Salvador",2013,"Developing",73,184,2.42,92,92,6.95,92,0.2,1792.87261572948,1.6,1.6,0.675,13.2,"SLV","North America",169.6898064
"El Salvador",2012,"Developing",73,181,2.48,92,93,6.7,92,0.3,1792.87261572948,1.6,1.6,0.67,13.2,"SLV","North America",169.6485928
"El Salvador",2011,"Developing",72,197,2.37,89,9,6.81,89,0.3,1792.87261572948,1.7,1.6,0.666,13,"SLV","North America",169.60763
"El Salvador",2010,"Developing",72,191,2.36,89,89,6.91,89,0.3,1792.87261572948,1.7,1.6,0.662,12.9,"SLV","North America",169.5677215
"El Salvador",2009,"Developing",71.4,189.822789421077,2.55,91,91,6.83,91,0.3,1792.87261572948,1.7,1.6,0.662,12.8,"SLV","North America",169.5302867
"El Salvador",2008,"Developing",71.7,194,2.68,98,98,6.21,98,0.3,1792.87261572948,1.8,1.7,0.659,13.4,"SLV","North America",169.495333
"El Salvador",2007,"Developing",71.2,170.588224437311,2.83,99,99,6.32,99,0.3,1792.87261572948,1.8,1.7,0.657,12.9,"SLV","North America",169.4629154
"El Salvador",2006,"Developing",75,211,2.77,96,96,6.68,96,0.2,1792.87261572948,1.8,1.7,0.651,12.9,"SLV","North America",169.4319224
"El Salvador",2005,"Developing",71,213,2.77,89,89,7.19,89,0.2,1792.87261572948,1.9,1.8,0.644,12.7,"SLV","North America",169.400936
"El Salvador",2004,"Developing",70,215,2.9,99.5759442140783,9,7.3,9,0.3,1792.87261572948,1.9,1.8,0.636,12.4,"SLV","North America",169.3692825
"El Salvador",2003,"Developing",69.9,221.032917916096,3.1,94,93,7.61,94,0.3,1792.87261572948,2,1.9,0.628,12,"SLV","North America",169.3366078
"El Salvador",2002,"Developing",73,202.952507367347,2.97,81,81,7.9,81,0.4,1792.87261572948,2,1.9,0.621,11.8,"SLV","North America",169.301931
"El Salvador",2001,"Developing",68.9,219,2.88,75,94,8.2,92,0.4,1792.87261572948,2.1,2,0.615,11.6,"SLV","North America",169.2650355
"El Salvador",2000,"Developing",69,218,2.79,99,98,8.17,99,0.4,1792.87261572948,2.1,2,0.607,11.3,"SLV","North America",169.225421
"Equatorial Guinea",2015,"Developing",58.2,381.455786833821,5.30459813761941,16,17,3.09536870247933,16,4.2,2830.41409405334,8.4,8.3,0.582,9.2,"GNQ","Africa",167.3621474
"Equatorial Guinea",2014,"Developing",57.9,288.143114109397,6.95043595281906,2,24,3.8,2,4.4,2830.41409405334,8.5,8.4,0.582,9.2,"GNQ","Africa",167.5396516
"Equatorial Guinea",2013,"Developing",57.4,327,10.72,1.86244343850919,3,3.73,3,5.7,2830.41409405334,8.6,8.6,0.586,9.2,"GNQ","Africa",167.7171741
"Equatorial Guinea",2012,"Developing",56.7,337,11.89,8.73088119159822,3,4,24,8.2,2830.41409405334,8.7,8.7,0.583,9.2,"GNQ","Africa",167.894969
"Equatorial Guinea",2011,"Developing",56.2,344,10.99,4.94377303571921,39,3.29,41,7.7,2830.41409405334,8.9,8.8,0.58,9.2,"GNQ","Africa",168.0727702
"Equatorial Guinea",2010,"Developing",56.1,339,9.93,0,59,3.84,44,7.2,2830.41409405334,9,9,0.589,9.2,"GNQ","Africa",168.2499635
"Equatorial Guinea",2009,"Developing",55.7,357.261709622925,7.97,12.9123622767871,57,5.32,43,7.3,2830.41409405334,9.2,9.2,0.59,9.1,"GNQ","Africa",168.425942
"Equatorial Guinea",2008,"Developing",55.4,338,8.34,1.79037045087414,55,2.31,42,6.3,2830.41409405334,9.3,9.3,0.592,9.1,"GNQ","Africa",168.5996739
"Equatorial Guinea",2007,"Developing",55,339,6.86,14.3715537944974,54,2.25,41,5.9,2830.41409405334,9.5,9.5,0.587,9,"GNQ","Africa",168.7679247
"Equatorial Guinea",2006,"Developing",54.8,337,7.28,9.99581732686723,52,2.13,4,5.3,2830.41409405334,9.7,9.6,0.569,9,"GNQ","Africa",168.9298225
"Equatorial Guinea",2005,"Developing",54.4,337,7.19,31.7647801609692,5,1.63,39,4.9,2830.41409405334,9.8,9.8,0.563,8.7,"GNQ","Africa",169.0826193
"Equatorial Guinea",2004,"Developing",54.1,336,6.28,15.5014365543664,48,2.4,38,4.4,2830.41409405334,1,1,0.553,8.5,"GNQ","Africa",169.2242994
"Equatorial Guinea",2003,"Developing",53.8,334,7.13,12.6474297764266,46,2.23,37,3.6,2830.41409405334,1.2,1.1,0.554,8.4,"GNQ","Africa",169.3541453
"Equatorial Guinea",2002,"Developing",53.5,334,6.01,8.20248981545759,44,2.5,36,2.9,2830.41409405334,1.4,1.3,0.542,8.2,"GNQ","Africa",169.4717941
"Equatorial Guinea",2001,"Developing",53.1,334,5.07,0,43,1.78,35,2.3,2830.41409405334,1.6,1.4,0.527,8,"GNQ","Africa",169.5777519
"Equatorial Guinea",2000,"Developing",52.7,336,4.46,0.0263713811505148,41,2.73,34,1.9,2830.41409405334,1.7,1.6,0,0,"GNQ","Africa",169.6716213
"Eritrea",2015,"Developing",64.7,255,0.740035915186689,95,95,3.50383044020891,95,0.4,176.73427848772,8.4,8.2,0.418,5,"ERI","Africa",168.3564492
"Eritrea",2014,"Developing",64.4,261,0.627896923080301,94,94,3.34,94,0.4,176.73427848772,8.5,8.3,0.416,5,"ERI","Africa",168.4751865
"Eritrea",2013,"Developing",64,266,0.626739089225236,94,94,3.1,94,0.5,176.73427848772,8.6,8.4,0.414,5,"ERI","Africa",168.5940013
"Eritrea",2012,"Developing",63.6,274,0.625258416978876,94,94,2.98,94,0.6,176.73427848772,8.7,8.6,0.41,5,"ERI","Africa",168.7132424
"Eritrea",2011,"Developing",62.9,286,0.62,96,96,3.6,96,0.7,176.73427848772,8.8,8.7,0.405,5,"ERI","Africa",168.8325242
"Eritrea",2010,"Developing",62.1,298,0.61,98.2787775896348,9,3.24,9,0.9,176.73427848772,8.9,8.8,0.404,5.1,"ERI","Africa",168.9515974
"Eritrea",2009,"Developing",61.4,311,0.63,92,92,3.3,92,1,176.73427848772,9,8.9,0.402,5.2,"ERI","Africa",169.068998
"Eritrea",2008,"Developing",67,322,0.49,94,94,3.69,94,1.1,176.73427848772,9.1,9.1,0.406,5.2,"ERI","Africa",169.1831344
"Eritrea",2007,"Developing",62,329,1.23,91,91,3.29,91,1.3,176.73427848772,9.2,9.2,0.405,5.3,"ERI","Africa",169.2912337
"Eritrea",2006,"Developing",59.7,336,0.97,94,94,3.3,94,1.4,176.73427848772,9.3,9.3,0.405,5.3,"ERI","Africa",169.3917635
"Eritrea",2005,"Developing",59.4,319.165969633656,1.07,96,96,2.97,96,1.6,176.73427848772,9.4,9.5,0,5.4,"ERI","Africa",169.4821212
"Eritrea",2004,"Developing",59.1,342,0.64,84,98,3.14,98,1.8,176.73427848772,9.6,9.6,0,5,"ERI","Africa",169.5601286
"Eritrea",2003,"Developing",58.8,343,0.56,91,95,3.5,93,1.9,176.73427848772,9.7,9.7,0,4.7,"ERI","Africa",169.6255206
"Eritrea",2002,"Developing",58.5,343,0.83,86,92,4.2,9,1.9,176.73427848772,9.9,9.9,0,4.4,"ERI","Africa",169.678185
"Eritrea",2001,"Developing",58.1,345,0.61,84.748073423301,89,3.95,86,2,176.73427848772,1,1,0,4.3,"ERI","Africa",169.7195184
"Eritrea",2000,"Developing",45.3,593,0.83,100,82,4.43,81,1.9,176.73427848772,1.2,1.1,0,3.9,"ERI","Africa",169.7495524
"Estonia",2015,"Developing",77.6,119,7.44290687846184,91,93,6.48134266937416,93,0.1,3778.615393703,1.9,1.9,0.863,16.5,"EST","Europe",181.5934781
"Estonia",2014,"Developing",77.3,122,15.5637825117669,93,93,6.38,93,0.1,3778.615393703,1.9,1.9,0.86,16.5,"EST","Europe",181.5237818
"Estonia",2013,"Developing",76.9,127,7.80401506299435,93,94,6.48,94,0.1,3778.615393703,1.9,1.9,0.856,16.5,"EST","Europe",181.4539143
"Estonia",2012,"Developing",76.3,135,12.2315554141741,94,94,6.36,94,0.1,3778.615393703,1.9,1.9,0.85,16.5,"EST","Europe",181.384891
"Estonia",2011,"Developing",76.1,138,9.79790791974681,94,93,5.83,93,0.1,3778.615393703,1.9,2,0.838,16.4,"EST","Europe",181.3164627
"Estonia",2010,"Developing",75.6,137,14.97,94,94,6.25,94,0.1,3778.615393703,1.9,2,0.833,16.2,"EST","Europe",181.2503592
"Estonia",2009,"Developing",74.9,156,15.04,95,95,6.93,95,0.1,3778.615393703,2,2,0.836,16.1,"EST","Europe",181.1870267
"Estonia",2008,"Developing",74.2,167,16.99,94,95,6.6,95,0.1,3778.615393703,2,2.1,0.835,16.1,"EST","Europe",181.1278908
"Estonia",2007,"Developing",73,189,17.87,95,95,5.16,95,0.1,3778.615393703,2,2.1,0.829,16.1,"EST","Europe",181.0727241
"Estonia",2006,"Developing",73,188,16.58,95,95,5.1,95,0.1,3778.615393703,2.1,2.2,0.822,16.1,"EST","Europe",181.0214661
"Estonia",2005,"Developing",72.8,189,15.52,95,96,5.2,96,0.1,3778.615393703,2.1,2.2,0.812,15.9,"EST","Europe",180.9733699
"Estonia",2004,"Developing",72.3,195,15.07,91.2042894076499,95,5.13,94,0.1,3778.615393703,2.2,2.3,0.805,15.7,"EST","Europe",180.9292934
"Estonia",2003,"Developing",71.9,199,11.64,85.8097941321015,95,4.92,94,0.1,3778.615393703,2.2,2.3,0.798,15.6,"EST","Europe",180.8897346
"Estonia",2002,"Developing",71.2,211,11.48,61.7742358676115,94,4.84,94,0.1,3778.615393703,2.3,2.4,0.791,15.4,"EST","Europe",180.8550264
"Estonia",2001,"Developing",78,225,11.8559244278678,29.1027305553171,94,4.85,94,0.1,3778.615393703,2.4,2.5,0.781,15,"EST","Europe",180.8275953
"Estonia",2000,"Developing",78,218,11.6568302171877,52.5258403239969,93,5.28,93,0.1,3778.615393703,2.5,2.5,0.764,14.4,"EST","Europe",180.806459
"Ethiopia",2015,"Developing",64.8,225,1.34988026408475,77,75,5.03382122482492,77,0.6,189.592551421763,1.4,1.2,0.441,8.4,"ETH","Africa",166.2315083
"Ethiopia",2014,"Developing",64.2,234,1.06660224765441,77,75,4.88,77,0.6,189.592551421763,1.5,1.3,0.435,8.4,"ETH","Africa",166.4125261
"Ethiopia",2013,"Developing",63.7,237,1.86,72,7,5.19,72,0.9,189.592551421763,1.6,1.4,0.427,8.4,"ETH","Africa",166.593573
"Ethiopia",2012,"Developing",63.3,241,1.84,69,7,5.77,69,1.2,189.592551421763,1.7,1.5,0.422,8.4,"ETH","Africa",166.7749491
"Ethiopia",2011,"Developing",62.6,249,1.32,65,7,6.55,65,1.4,189.592551421763,1.9,1.6,0.411,8.2,"ETH","Africa",166.9563095
"Ethiopia",2010,"Developing",61.8,261,1.34,62,69,6.86,61,1.7,189.592551421763,11,1.7,0.401,8.1,"ETH","Africa",167.1367146
"Ethiopia",2009,"Developing",68,274,1.17,56,65,4.41,58,2,189.592551421763,11.1,1.8,0.393,8.1,"ETH","Africa",167.3152191
"Ethiopia",2008,"Developing",59.8,289,1.13,52,63,4.28,54,2.4,189.592551421763,11.2,1.9,0.378,7.6,"ETH","Africa",167.4894373
"Ethiopia",2007,"Developing",58.5,280.428116359848,1.06,47,61,4.69,5,2.8,189.592551421763,11.3,11,0.362,7.1,"ETH","Africa",167.6568715
"Ethiopia",2006,"Developing",57.2,328,1.22,54.23044135726,59,4.47,46,3.3,189.592551421763,11.4,11.1,0.346,6.6,"ETH","Africa",167.8158593
"Ethiopia",2005,"Developing",56,343,0.99,60.8565600004777,56,4.2,44,3.7,189.592551421763,11.5,11.2,0.325,5.8,"ETH","Africa",167.9634588
"Ethiopia",2004,"Developing",55,354,0.86,77.3502332221464,54,4.23,4,4.1,189.592551421763,11.5,11.3,0.31,5.4,"ETH","Africa",168.0969944
"Ethiopia",2003,"Developing",54,363,0.79,52.2831618123709,55,4.64,37,4.4,189.592551421763,11.6,11.5,0.306,5.2,"ETH","Africa",168.216737
"Ethiopia",2002,"Developing",53.2,369,0.8,52.8433270293578,55,4.73,35,4.6,189.592551421763,11.7,11.6,0.298,4.9,"ETH","Africa",168.3222701
"Ethiopia",2001,"Developing",52.5,372,0.85,55.2525872913169,55,4.26,32,4.9,189.592551421763,11.8,11.7,0.283,4.3,"ETH","Africa",168.4147536
"Ethiopia",2000,"Developing",51.2,391,0.88,49.0345540516741,55,4.36,3,5,189.592551421763,11.9,11.8,0,3.9,"ETH","Africa",168.4943526
"Fiji",2015,"Developing",69.9,188,0.360198729464841,99,99,4.13059035851037,99,0.1,2077.74584329772,4,3.7,0.734,15.3,"FJI","Oceania",173.9016453
"Fiji",2014,"Developing",69.7,161.51796599381,1.41798699099816,99,99,4.49,99,0.1,2077.74584329772,4,3.7,0.727,15.2,"FJI","Oceania",173.963809
"Fiji",2013,"Developing",69.6,192,2.02254652494412,99,99,4.26,99,0.1,2077.74584329772,4,3.7,0.719,15,"FJI","Oceania",174.0255775
"Fiji",2012,"Developing",69.4,195,2.00667844484783,99,99,4.16,99,0.1,2077.74584329772,4,3.7,0.714,14.9,"FJI","Oceania",174.0873591
"Fiji",2011,"Developing",69.2,197,2.17497676145187,99,99,4.6,99,0.1,2077.74584329772,4,3.7,0.709,14.7,"FJI","Oceania",174.1492764
"Fiji",2010,"Developing",69.1,166.34489182939,2.25,99,99,4.23,99,0.1,2077.74584329772,4,3.7,0.706,14.6,"FJI","Oceania",174.2113544
"Fiji",2009,"Developing",68.9,162.768911055367,2.31,99,99,4.26,99,0.1,2077.74584329772,4,3.7,0.704,14.5,"FJI","Oceania",174.2740024
"Fiji",2008,"Developing",68.7,189.243743015014,1.95,99,99,3.68,99,0.1,2077.74584329772,4,3.7,0.7,14.3,"FJI","Oceania",174.3356689
"Fiji",2007,"Developing",68.6,173.59140153391,2.09,99,99,3.74,99,0.1,2077.74584329772,4.1,3.8,0.698,14.2,"FJI","Oceania",174.3958117
"Fiji",2006,"Developing",68.5,211,2.06,99,98,3.84,98,0.1,2077.74584329772,4.1,3.8,0.695,14,"FJI","Oceania",174.4537646
"Fiji",2005,"Developing",68.3,214,2.02,99,97,3.61,96,0.1,2077.74584329772,4.1,3.8,0.699,13.9,"FJI","Oceania",174.5082424
"Fiji",2004,"Developing",68.1,218,1.63,99,96,3.61,95,0.1,2077.74584329772,4.2,3.9,0.691,13.4,"FJI","Oceania",174.5580375
"Fiji",2003,"Developing",68,176.336506742515,1.76,99,95,3.35,94,0.1,2077.74584329772,4.2,3.9,0.689,13.3,"FJI","Oceania",174.6029855
"Fiji",2002,"Developing",67.9,155.869835797078,1.85,99,94,3.48,93,0.1,2077.74584329772,4.2,3.9,0.687,13.3,"FJI","Oceania",174.6428073
"Fiji",2001,"Developing",67.8,221,1.93,98,92,3.28,91,0.1,2077.74584329772,4.3,4,0.683,13.2,"FJI","Oceania",174.6782044
"Fiji",2000,"Developing",67.7,221,2.05,98,91,3.87,9,0.1,2077.74584329772,4.3,4,0.681,13.1,"FJI","Oceania",174.7090624
"Finland",2015,"Developing",81.1,76,9.38691462797128,NA,97,8.05642850457393,97,0.1,14785.9319113631,0.9,0.8,0.893,17,"FIN","Europe",179.5909033
"Finland",2014,"Developing",89,78,8.8,NA,98,9.68,98,0.1,14785.9319113631,0.9,0.8,0.89,17,"FIN","Europe",179.6044617
"Finland",2013,"Developing",87,79,8.97,NA,98,9.55,98,0.1,14785.9319113631,0.9,0.8,0.887,17,"FIN","Europe",179.6183522
"Finland",2012,"Developing",84,82,9.24,NA,99,9.3,99,0.1,14785.9319113631,0.9,0.8,0.884,17,"FIN","Europe",179.6325146
"Finland",2011,"Developing",83,86,9.81,NA,99,9.1,99,0.1,14785.9319113631,0.9,0.8,0.878,16.9,"FIN","Europe",179.6467428
"Finland",2010,"Developing",79.9,89,9.72,NA,99,9.5,99,0.1,14785.9319113631,0.9,0.8,0.874,16.8,"FIN","Europe",179.6618411
"Finland",2009,"Developing",79.7,91,9.96,NA,99,9.2,99,0.1,14785.9319113631,0.9,0.8,0.878,17,"FIN","Europe",179.6778482
"Finland",2008,"Developing",79.6,94,10.26,NA,97,8.35,99,0.1,14785.9319113631,0.9,0.8,0.876,17.1,"FIN","Europe",179.6945407
"Finland",2007,"Developing",79.3,96,10.45,NA,97,8.9,99,0.1,14785.9319113631,0.9,0.8,0.873,17.2,"FIN","Europe",179.7107933
"Finland",2006,"Developing",79.2,96,10.15,NA,97,8.38,97,0.1,14785.9319113631,0.9,0.8,0.869,17.2,"FIN","Europe",179.7266679
"Finland",2005,"Developing",78.9,96.3398647635611,9.95,NA,97,8.43,97,0.1,14785.9319113631,0.9,0.8,0.864,17.1,"FIN","Europe",179.7409336
"Finland",2004,"Developing",78.7,80.2724925414456,9.89,NA,96,8.21,98,0.1,14785.9319113631,0.9,0.8,0.869,18.3,"FIN","Europe",179.7522027
"Finland",2003,"Developing",78.4,98,9.31,NA,96,8.15,98,0.1,14785.9319113631,0.9,0.8,0.866,18.1,"FIN","Europe",179.7606372
"Finland",2002,"Developing",78.1,98,9.25,NA,95,7.81,98,0.1,14785.9319113631,0.9,0.8,0.863,18,"FIN","Europe",179.7656525
"Finland",2001,"Developing",78,77.9879857723908,8.94,NA,95,7.43,98,0.1,14785.9319113631,0.9,0.8,0.856,17.7,"FIN","Europe",179.7675845
"Finland",2000,"Developing",77.5,81.3826762069989,8.59,NA,96,7.22,99,0.1,14785.9319113631,0.9,0.9,0.847,17.3,"FIN","Europe",179.7670234
"France",2015,"Developing",82.4,78,13.4094990431185,86,98,6.06753011236033,98,0.1,15222.1877832358,0.7,0.6,0.894,16.3,"FRA","Europe",179.7379129
"France",2014,"Developing",82.2,79,11.5,83,98,11.54,98,0.1,15222.1877832358,0.6,0.6,0.89,16.2,"FRA","Europe",179.6695034
"France",2013,"Developing",82,81,11.1,74,99,11.56,99,0.1,15222.1877832358,0.6,0.6,0.887,16.2,"FRA","Europe",179.6012731
"France",2012,"Developing",81.5,83,11.5,78,99,11.44,99,0.1,15222.1877832358,0.6,0.6,0.885,16.1,"FRA","Europe",179.5334038
"France",2011,"Developing",81.7,83,11.8,74,99,11.33,99,0.1,15222.1877832358,0.6,0.6,0.882,16.1,"FRA","Europe",179.4660546
"France",2010,"Developing",81.3,86,11.7,65,99,11.2,99,0.1,15222.1877832358,0.6,0.6,0.879,16,"FRA","Europe",179.398853
"France",2009,"Developing",81.1,88,11.8,51,98,11.28,98,0.1,15222.1877832358,0.6,0.6,0.879,16,"FRA","Europe",179.3316545
"France",2008,"Developing",89,88,11.9,47,98,9.97751712963075,98,0.1,15222.1877832358,0.6,0.6,0.877,16.1,"FRA","Europe",179.2635752
"France",2007,"Developing",89,89,12.2,42,99,8.6625760905685,98,0.1,15222.1877832358,0.6,0.6,0.873,16.1,"FRA","Europe",179.1934119
"France",2006,"Developing",86,92,12.4,39,99,9.07466530225882,99,0.1,15222.1877832358,0.6,0.6,0.87,16.1,"FRA","Europe",179.1210771
"France",2005,"Developing",81,93,12.2,35,98,11.2335717719725,98,0.1,15222.1877832358,0.6,0.6,0.86,15.5,"FRA","Europe",179.044761
